filename,xmin,ymin,width,height,label
normal (53).png,0,0,757,648,malignant
normal (53).png,0,0,0,0,malignant
normal (54).png,0,0,554,492,malignant
normal (54).png,0,0,0,0,malignant
normal (55).png,0,0,557,491,malignant
normal (55).png,0,0,0,0,malignant
normal (56).png,0,0,763,598,malignant
normal (56).png,0,0,0,0,malignant
normal (57).png,0,0,548,490,malignant
normal (57).png,0,0,0,0,malignant
normal (58).png,0,0,554,487,malignant
normal (58).png,0,0,0,0,malignant
normal (59).png,0,0,765,621,malignant
normal (59).png,0,0,0,0,malignant
normal (6).png,0,0,776,574,malignant
normal (6).png,0,0,0,0,malignant
normal (60).png,0,0,552,486,malignant
normal (60).png,0,0,0,0,malignant
normal (61).png,0,0,752,601,malignant
normal (61).png,0,0,0,0,malignant
normal (62).png,0,0,763,598,malignant
normal (62).png,0,0,0,0,malignant
normal (63).png,0,0,558,467,malignant
normal (63).png,0,0,0,0,malignant
normal (64).png,0,0,558,470,malignant
normal (64).png,0,0,0,0,malignant
normal (65).png,0,0,670,570,malignant
normal (65).png,0,0,0,0,malignant
normal (66).png,0,0,561,468,malignant
normal (66).png,0,0,0,0,malignant
normal (67).png,0,0,545,493,malignant
normal (67).png,0,0,0,0,malignant
normal (68).png,0,0,558,488,malignant
normal (68).png,0,0,0,0,malignant
normal (69).png,0,0,556,487,malignant
normal (69).png,0,0,0,0,malignant
normal (7).png,0,0,770,585,malignant
normal (7).png,0,0,0,0,malignant
normal (70).png,0,0,557,471,malignant
normal (70).png,0,0,0,0,malignant
normal (71).png,0,0,547,470,malignant
normal (71).png,0,0,0,0,malignant
normal (72).png,0,0,916,692,malignant
normal (72).png,0,0,0,0,malignant
normal (73).png,0,0,509,474,malignant
normal (73).png,0,0,0,0,malignant
normal (74).png,0,0,558,467,malignant
normal (74).png,0,0,0,0,malignant
normal (75).png,0,0,556,467,malignant
normal (75).png,0,0,0,0,malignant
normal (76).png,0,0,555,469,malignant
normal (76).png,0,0,0,0,malignant
normal (77).png,0,0,560,471,malignant
normal (77).png,0,0,0,0,malignant
normal (78).png,0,0,731,478,malignant
normal (78).png,0,0,0,0,malignant
normal (79).png,0,0,703,471,malignant
normal (79).png,0,0,0,0,malignant
normal (8).png,0,0,775,587,malignant
normal (8).png,0,0,0,0,malignant
normal (80).png,0,0,562,470,malignant
normal (80).png,0,0,0,0,malignant
normal (81).png,0,0,767,587,malignant
normal (81).png,0,0,0,0,malignant
normal (82).png,0,0,560,468,malignant
normal (82).png,0,0,0,0,malignant
normal (83).png,0,0,619,576,malignant
normal (83).png,0,0,0,0,malignant
normal (84).png,0,0,509,477,malignant
normal (84).png,0,0,0,0,malignant
normal (85).png,0,0,557,464,malignant
normal (85).png,0,0,0,0,malignant
normal (86).png,0,0,552,469,malignant
normal (86).png,0,0,0,0,malignant
normal (87).png,0,0,552,467,malignant
normal (87).png,0,0,0,0,malignant
normal (88).png,0,0,560,463,malignant
normal (88).png,0,0,0,0,malignant
normal (89).png,0,0,558,467,malignant
normal (89).png,0,0,0,0,malignant
normal (9).png,0,0,495,491,malignant
normal (9).png,0,0,0,0,malignant
normal (90).png,0,0,558,496,malignant
normal (90).png,0,0,0,0,malignant
normal (91).png,0,0,558,493,malignant
normal (91).png,0,0,0,0,malignant
normal (92).png,0,0,554,486,malignant
normal (92).png,0,0,0,0,malignant
normal (93).png,0,0,770,578,malignant
normal (93).png,0,0,0,0,malignant
normal (94).png,0,0,678,585,malignant
normal (94).png,0,0,0,0,malignant
normal (95).png,0,0,693,582,malignant
normal (95).png,0,0,0,0,malignant
normal (96).png,0,0,687,578,malignant
normal (96).png,0,0,0,0,malignant
normal (97).png,0,0,560,470,malignant
normal (97).png,0,0,0,0,malignant
normal (98).png,0,0,562,470,malignant
normal (98).png,0,0,0,0,malignant
normal (99).png,0,0,556,468,malignant
normal (99).png,0,0,0,0,malignant
